manager_id,manager_name,type,style,strategy,sector,active
458,Balorca Capital,CTA,Systematic,Multi Strategy,Equity,False
460,Balyasny,Hedge Fund,Multi PM,Multi Strategy,Global,False
461,Bamboo Trading,CTA,Discretionary,Fundamental,Global,False
462,Bank Genese,Crypto,Discretionary,Digital Asset Allocator,Global,False
463,Bankhaus Lampe,Hedge Fund,Fund of Funds,Diversified,Global,True
464,Banor,Equity LS,Discretionary,Fundamental,Global,True
465,Bantleon,CTA,Systematic,Trend Following,Global,False
469,Bardin Hill,Event Driven,Discretionary,MergerArb,Global,False
470,Barep Asset Management,CTA,Systematic,Market Neutral,Commodity,False
471,Barington,CTA,Discretionary,Fundamental,Global,False
472,Baron & Filtenborg Capital Management,CTA,Systematic,Trend Following,Global,False
473,Base Hodl Earnes Idea,Crypto,Discretionary,Digital Asset Allocator,Global,False
474,BASE Investments SICAV,Hedge Fund,Discretionary,Multi Strategy,Global,True
475,BASICORN,Crypto,Discretionary,Digital Asset Allocator,Global,False
476,Bastiat Capital,CTA,Systematic,Trend Following,Global,True
477,Basu and Braun,CTA,Systematic,Short Term,Currency,False
478,Battle Scarred,Crypto,Discretionary,Digital Asset Allocator,Global,False
479,Bay Hill Capital Advisors,CTA,Systematic,Market Neutral,Commodity,False
480,Bayforest Technologies,CTA,Systematic,AI,Global,False
481,Bayland Capital Management,CTA,Systematic,Multi Strategy,Global,False
484,BBK BISANG BLASS KAVENA Capital Partners AG,CTA,Systematic,Short Term,Currency,False
485,BC Capital Management,CTA,Systematic,Option Writer,Equity,False
486,BC Value,Crypto,Discretionary,Digital Asset Allocator,Global,False
487,BCIF,Crypto,Discretionary,Digital Asset Allocator,Global,False
488,BCV (Banque Cantonale Vaudoise),RiskPremia,Systematic,Multi Strategy,Global,True
489,BDL Capital,Market Neutral,Systematic,Multi Strategy,Global,True
490,Beach Capital Management,CTA,Systematic,Trend Following,Global,False
492,Beacon,Equity LS,Systematic,Option Strategy,Equity,True
494,Beacon Management Corp,CTA,Systematic,Trend Following,Global,False
496,Beann Capital,CTA,Systematic,AI,Equity,False
497,Bear Commodities Corporation,CTA,Discretionary,Short Term,Commodity,False
498,Beardown Partners,CTA,Discretionary,Option Strategy,Equity,False
499,Beat The King,Crypto,Discretionary,Digital Asset Allocator,Global,False
500,Becker Asset Management,CTA,Systematic,Multi Strategy,Global,False
501,Bedrock Digital Assets,Crypto,Systematic,Digital Asset Allocator,Global,True
502,Beech Hill,AssetAllocation,Discretionary,Diversified,Global,False
503,Beechdale Capital Management,CTA,Discretionary,Option Strategy,Equity,False
505,Being and investments,LongOnly,Discretionary,Activist,Equity,True
507,BelAir Capital Asset Management,CTA,Systematic,Multi Strategy,Global,False
508,Bell Fundamental Futures,CTA,Discretionary,Fundamental,Commodity,False
509,Bellevue,AssetAllocation,Discretionary,Multi Strategy,Global,True
510,Belvedere Asset Management,CTA,Systematic,Option Writer,Volatility,False
511,Ben hur crypto Cryptonaut,Crypto,Discretionary,Digital Asset Allocator,Global,False
513,Bendex,CTA,Systematic,Short Term,Global,False
514,BennBridge,Equity LS,Discretionary,Fundamental,Emerging,False
515,BENRICK bdog,Crypto,Discretionary,Digital Asset Allocator,Global,False
516,Bensboro Advisors,CTA,Systematic,Behavioral,Global,False
517,Bentley Reid & Co (UK),Crypto,Discretionary,Digital Asset Allocator,Global,True
518,Berenberg,Event Driven,Discretionary,MergerArb,Global,True
519,Beryl Investment Group,CTA,Discretionary,Technical,Global,False
520,Best Fx Traders,CTA,Systematic,Trend Following,Currency,False
521,Best of Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
522,Best Perform Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
523,Best Selection Index,Crypto,Discretionary,Digital Asset Allocator,Global,False
524,Best Wind Strategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
525,Bestinver,Equity LS,Discretionary,Fundamental,Europe,True
526,BG Amethyst Capital,CTA,Systematic,Trend Following,Global,False
527,DG Partners,CTA,Systematic,Trend Following,Global,True
528,Bharwani Asset Management,CTA,Discretionary,Fundamental,Agricultural,False
529,BI Asset Management Fondsmaglerselskab,Market Neutral,Discretionary,Fundamental,Global,False
530,Bidwell Investments,CTA,Discretionary,Multi Strategy,Global,False
531,Bifrost Quest Capital,CTA,Systematic,Short Term,Global,False
532,BIG Banco de Investimento Global,CTA,Discretionary,Multi Strategy,Global,True
533,Big Gainz,Crypto,Discretionary,Digital Asset Allocator,Global,False
534,Big Three Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
535,Bighorn Capital Partners,CTA,Discretionary,Fundamental,Agricultural,False
536,Binance Labs Portfolio Tracker,Crypto,Discretionary,Digital Asset Allocator,Global,False
537,BioPharma,Fixed Income,Discretionary,Credit,Global,True
538,Bitaitus,Crypto,Discretionary,Digital Asset Allocator,Global,False
539,BitBull Capital,Crypto,Fund of Funds,Crypto LS,Global,False
541,Bitcoin BTC Antifragility,Crypto,Discretionary,Digital Asset Allocator,Global,False
542,Bitcoin Crypto Assets,Crypto,Discretionary,Digital Asset Allocator,Global,False
543,Bitcoin Ether Risk-adjusted Index,Crypto,Discretionary,Digital Asset Allocator,Global,True
544,Bitcoin Strategy Index,Crypto,Discretionary,Digital Asset Allocator,Global,False
545,Bitcoin Superfund,Crypto,Discretionary,Digital Asset Allocator,Global,False
546,BitcoinTradingStrategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
547,BitSage Asset Management,Crypto,Discretionary,Digital Asset Allocator,Global,True
548,BitsirenCryptoStrategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
549,Bituni Network,Crypto,Discretionary,Digital Asset Allocator,Global,False
550,Bitwise Asset Management,Crypto,Fund of Funds,Diversified,Global,False
551,BK Systematic Strategies,CTA,Systematic,Multi Strategy,Global,False
552,Bkcoin Capital,Crypto,Systematic,Market Neutral,Global,False
553,Black and White Capital,Equity LS,Discretionary,Fundamental,US,False
554,Black Bear Capital Advisor,CTA,Systematic,Multi Strategy,Equity,False
555,Black Flag Capital,CTA,Systematic,Fundamental,Currency,False
556,Black Tango,CTA,Systematic,Market Neutral,Volatility,False
557,BlackBird Asset Management,CTA,Discretionary,Fundamental,Commodity,False
558,Blackheath Fund Management,CTA,Systematic,AI,Currency,False
559,Blackrock,Fixed Income,Systematic,Credit,Global,True
560,Blackstone,Hedge Fund,Fund of Funds,Diversified,Global,True
561,Blackstone Crypto Fund,Crypto,Discretionary,Digital Asset Allocator,Global,False
562,BlackstoneFamily yes please,Crypto,Discretionary,Digital Asset Allocator,Global,False
563,Blackthorne,CTA,Systematic,Short Term,Global,False
564,Blackthorne Capital,CTA,Systematic,Multi Strategy,Equity,False
565,Blackwall,Equity LS,Discretionary,Value,Europe,False
566,Blackwater Capital Management,CTA,Systematic,Trend Following,Global,True
568,Blake Capital Management,CTA,Discretionary,Technical,Currency,False
569,Blenheim Capital Management,CTA,Discretionary,Fundamental,Global,False
571,Bletchley Park Asset Management Jersey,Crypto,Discretionary,Crypto LS,Global,False
572,Block Asset Management Sarl,Crypto,Fund of Funds,Crypto LS,Global,True
573,Block Brain Madness,Crypto,Discretionary,Digital Asset Allocator,Global,False
574,Blockchain,Crypto,Discretionary,Digital Asset Allocator,Global,True
576,Blockchain Fund,Crypto,Discretionary,Digital Asset Allocator,Global,False
577,Blockchain Growth Index,Crypto,Discretionary,Digital Asset Allocator,Global,True
580,Blockforce Capital,Crypto,Systematic,Crypto LS,Global,False
581,BlockRock Outstandin Pac,Crypto,Discretionary,Digital Asset Allocator,Global,False
583,Blue Bar Futures Trading Management,CTA,Discretionary,Multi Strategy,Agricultural,True
584,Blue Barn Trading,CTA,Discretionary,Option Strategy,Equity,False
585,Blue Chip Opportunity,Crypto,Discretionary,Digital Asset Allocator,Global,False
586,Blue Creek Capital Management,CTA,Discretionary,Fundamental,Global,True
587,Blue Diamond Asset Management,CTA,Systematic,Market Neutral,Volatility,True
588,Blue Edge Advisors,CTA,Discretionary,Fundamental,Global,False
589,Blue Fin Capital Pty,CTA,Systematic,Trend Following,Currency,False
590,Blue Fund,Crypto,Discretionary,Digital Asset Allocator,Global,False
591,Blue Sky Investment Science Asset Management Pty,CTA,Systematic,Multi Strategy,Global,False
592,Blue Swan,Crypto,Discretionary,Digital Asset Allocator,Global,False
593,Blue Vanguard,Crypto,Discretionary,Digital Asset Allocator,Global,False
594,Bluebalance,CTA,Discretionary,Fundamental,Global,True
595,Bluebird Capital Management,CTA,Discretionary,Option Strategy,Global,False
596,BlueBird Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
597,Bluechip Macro Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
598,BluecodeCapital,Crypto,Discretionary,Digital Asset Allocator,Global,False
599,Bluegrass Capital Management,CTA,Systematic,Trend Following,Global,False
600,Bluenose Capital Management,CTA,Discretionary,Option Writer,Equity,False
601,BlueSea,CTA,Systematic,Short Term,Currency,False
602,Blueshift Capital Group,CTA,Discretionary,Market Neutral,Energy,False
603,Bluewater Technologies,CTA,Systematic,AI,Global,False
604,Bluewater Trading,CTA,Systematic,Short Term,Global,False
605,BMO,AssetAllocation,Discretionary,Diversified,Global,True
606,BNP,Equity LS,Discretionary,Fundamental,ESG,False
607,BNP Theam,RiskPremia,Systematic,Multi Strategy,Commodity,True
608,BNY Mellon Asset Management,AssetAllocation,Discretionary,Diversified,Global,True
609,Bobbies Rocket Bobbie,Crypto,Discretionary,Digital Asset Allocator,Global,False
610,Bobby Axelrod,Crypto,Discretionary,Digital Asset Allocator,Global,False
611,Bocken Trading,CTA,Discretionary,Fundamental,Agricultural,True
612,Bodenholm Capital,Equity LS,Discretionary,Fundamental,Global,False
613,Bohemia Capital Investments,CTA,Systematic,Trend Following,Global,False
614,Bohn Capital Management ASA,Fixed Income,Discretionary,Fundamental,High Yield,False
615,Bona Fide Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
616,Bonhote,AssetAllocation,Systematic,Diversified,Equity,True
618,Boothbay Fund Management,Hedge Fund,Fund of Funds,Diversified,Global,True
619,Borea Asset Management AS,Fixed Income,Credit,Fundamental,Nordic,True
620,Boronia Capital,CTA,Systematic,Short Term,Global,False
622,Boston & Zechiel Management,CTA,Systematic,Behavioral,Equity,False
623,Boston Partners,Equity LS,Discretionary,Fundamental,Global,True
624,BOT Trading,CTA,Systematic,Option Writer,Fixed Income,False
625,Bouchard Capital,CTA,Systematic,Short Term,Global,False
626,Boulder Creek Capital,CTA,Discretionary,Multi Strategy,Agricultural,False
627,Boussard Gavaudan,Event Driven,Discretionary,Multi Strategy,Global,True
628,Bovell,CTA,Discretionary,Fundamental,Global,False
629,Bowmoor Capital,CTA,Systematic,Trend Following,Global,True
630,BPI,Market Neutral,Discretionary,Fundamental,Europe,True
631,Bramshill,Fixed Income,Discretionary,Fundamental,US,True
632,Brandywine Asset Management,CTA,Systematic,Multi Strategy,Global,False
633,Breacher,Equity LS,Discretionary,Fundamental,US,False
634,Breaking Point,CTA,Systematic,Multi Strategy,Currency,False
635,Breakout Funds,CTA,Systematic,Short Term,Global,False
636,Brent Trading Pty,CTA,Discretionary,Market Neutral,Commodity,True
637,Brevan Howard Asset Management,CTA,Discretionary,Fundamental,Global,True
638,Briarwood Capital Management,CTA,Systematic,Trend Following,Global,False
640,Bridgeton Fund Management,CTA,Systematic,Trend Following,Global,False
641,Bridgewater,Fixed Income,Systematic,Fundamental,Global,True
642,Brigade,Fixed Income,Discretionary,Fundamental,Credit,True
643,Brisslen Capital Management,CTA,Discretionary,Fundamental,Energy,False
644,Brock Capital Management,CTA,Systematic,Multi Strategy,Agricultural,False
645,Brock Thompson Trading,CTA,Systematic,Trend Following,Global,False
646,Brookhaven Strategies,CTA,Systematic,AI,Global,False
647,Brown Asset Management,CTA,Systematic,Option Strategy,Equity,False
648,Brummer & Partners,Hedge Fund,Fund of Funds,Diversified,Nordic,True
649,BSNCRYPTO,Crypto,Discretionary,Digital Asset Allocator,Global,False
650,BTCUSD,Crypto,Index,Index,Index,False
651,BTG Pactual,CTA,Discretionary,Fundamental,Global,True
652,Buckeye Partners Group,CTA,Discretionary,Fundamental,Global,False
653,Buckingham Global Advisors,CTA,Systematic,Option Strategy,Energy,True
655,Bulkara Capital Limited,CTA,Systematic,Option Strategy,Equity,False
656,Bull Run Investors Strategies BRInvestors,Crypto,Discretionary,Digital Asset Allocator,Global,False
657,Bullet Hill Capital,CTA,Systematic,Behavioral,Global,False
658,BullFrog,Crypto,Discretionary,Digital Asset Allocator,Global,False
659,BULLNOOB,Crypto,Discretionary,Digital Asset Allocator,Global,False
660,BullRun CrypoLoco,Crypto,Discretionary,Digital Asset Allocator,Global,False
661,BullThomsen,Crypto,Discretionary,Digital Asset Allocator,Global,False
662,Burren,Event Driven,Discretionary,Fundamental,Global,True
663,Bushido,Crypto,Discretionary,Digital Asset Allocator,Global,False
664,Butler,Fixed Income,Discretionary,Fundamental,Europe,True
665,Buttonwood,CTA,Discretionary,Technical,Energy,False
666,BXE Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
667,BYC CAPITAL,Crypto,Discretionary,Digital Asset Allocator,Global,True
668,Byron,Fixed Income,Discretionary,Fundamental,Global,False
670,C-QUADRAT Kapitalanlage,AssetAllocation,Systematic,Diversified,Global,True
671,C-View Limited,CTA,Discretionary,Fundamental,Currency,False
672,Ca6o6opuc,Crypto,Discretionary,Digital Asset Allocator,Global,False
673,CABA Capital,Fixed Income,Discretionary,Market Neutral,Credit,True
674,Caddo Capital Management,CTA,Systematic,Multi Strategy,Global,True
675,Cadwyn Capital,CTA,Systematic,Multi Strategy,Global,True
676,Caerus Group,CTA,Systematic,Trend Following,Energy,False
677,Cafe Trading Advisors,CTA,Discretionary,Fundamental,Tropical,False
679,Calamos,Equity LS,Discretionary,Fundamental,Global,True
680,Calaveras Trading & Investments,CTA,Systematic,Trend Following,Global,False
681,Calculo Capital,CTA,Systematic,Trend Following,Commodity,True
682,Gator Capital Management,Equity LS,Discretionary,Fundamental,US,False
683,Calgobiter Calgobiter,Crypto,Discretionary,Digital Asset Allocator,Global,False
684,Cambrian Asset Management,Crypto,Systematic,Crypto LS,Global,True
685,Cambridge Capital Management UK,CTA,Systematic,Multi Strategy,Global,False
687,Camelot,Event Driven,Discretionary,Fundamental,Global,True
688,Camkay Capital Management,CTA,Systematic,Short Term,Equity,False
689,Camomille,CTA,Systematic,Multi Strategy,Global,False
690,Campbell & Company,CTA,Systematic,Trend Following,Global,True
693,Candriam Investors Group,Market Neutral,Discretionary,Fundamental,Global,True
694,Cantab Capital Partners,CTA,Systematic,Multi Strategy,Global,False
695,Cantor Fitzgerald,Equity LS,Discretionary,Multi Strategy,Global,True
696,Capital Alternative Investment Mgmt,CTA,Discretionary,Fundamental,Global,False
697,Capital Four Management,Fixed Income,Credit,Fundamental,High Yield,True
698,Capital Fund Management,CTA,Systematic,Trend Following,Global,True
699,C View,CTA,Discretionary,Fundamental,Currency,False
700,Capital Hedge,CTA,Systematic,Multi Strategy,Global,False
702,Capital PLUS ULTRA Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
703,Capitalogix Investment Management,CTA,Systematic,Short Term,Global,False
704,Capricorn Advisory Management,CTA,Fund of Funds,Diversified,Currency,False
706,Capstone Investment Advisors,CTA,Systematic,Trend Following,Alternative,True
707,Carat Capital,CTA,Systematic,AI,Commodity,False
708,Caravan Wealth Management,CTA,Discretionary,Option Writer,Equity,False
709,Caravela Energy Partners,CTA,Discretionary,Fundamental,Energy,True
710,Carbide Capital,CTA,Discretionary,Option Writer,Equity,False
711,Carbon Cap Management,CTA,Discretionary,Multi Strategy,Energy,True
712,Cardano Strategy Index,Crypto,Discretionary,Digital Asset Allocator,Global,False
713,Cardwell Investment Technologies,CTA,Systematic,Short Term,Global,False
714,Cargo Investment Management,Equity LS,Discretionary,Fundamental,US,False
715,Raymond James,AssetAllocation,Systematic,Diversified,Global,False
716,Carl Skogsborg,Equity LS,Systematic,Multi Strategy,Global,False
717,Carlo Scevola & Partners,CTA,Systematic,Multi Strategy,Global,False
718,Carlson Capital LP,Hedge Fund,Discretionary,Multi Strategy,Global,False
